Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
275,BLENDERBOT,I see . ,Yes,"t I thought too That's just what he/she/they would've said .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. I do frequently do not know things .  I 'm sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see . ", _ ,0.0,0.28216928243637085
276,Leolani,Yes,In this economy? . ,"thought too That's just what he/she/they would've said .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. I do frequently do not know things .  I 'm sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see .  Yes", about  the  life    _ ,0.07394298613071441,0.3153948962688446
277,BLENDERBOT,In this economy? . ,Yes it was a long time ago,"ust what he/she/they would've said .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. I do frequently do not know things .  I 'm sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see .  Yes In this economy? . ", but  that  was  a  long  time  ago ,0.6825311652251652,0.7806819421904427
278,Leolani,Yes it was a long time ago,Many of us feel that way . ,"ve said .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. I do frequently do not know things .  I 'm sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see .  Yes In this economy? .  Yes it was a long time ago", most  of  us  feel  that  way .  i ,0.531725543551147,0.5972166638821363
279,BLENDERBOT,Many of us feel that way . ,Yes it was a long time ago but I still remember it like it was yesterday.,"ought too but I was wrong. There is no escape from destiny .  I felt so bad about it. I do frequently do not know things .  I 'm sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see .  Yes In this economy? .  Yes it was a long time ago Many of us feel that way . ", yes  it  was  a  long  time  ago .  i  still  remember  it  like  it  was . ,0.7687149317935109,0.828902218490839
280,Leolani,Yes it was a long time ago but I still remember it like it was yesterday.,Wise words by wise men write wise deeds in wise pen . ,"d about it. I do frequently do not know things .  I 'm sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see .  Yes In this economy? .  Yes it was a long time ago Many of us feel that way .  Yes it was a long time ago but I still remember it like it was yesterday.", wise  deeds .  wise  men .  wise  words  by  a  words .  _ ,0.1993845202601873,0.5367027750382056
281,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,"Word wisdom comes from the Greek word "" wis "" which means knowledge.","sorry to hear that. And thus, I die .  Do you have any hobbies that you like to do? I see .  Yes In this economy? .  Yes it was a long time ago Many of us feel that way .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen . "," the  it  comes  from  the  root  word  ""  wisdom  ""  which  means  "" ",0.5637769607397226,0.6474308423124827
282,Leolani,"Word wisdom comes from the Greek word "" wis "" which means knowledge.",But at what cost? . ,"ou like to do? I see .  Yes In this economy? .  Yes it was a long time ago Many of us feel that way .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge.", but  at  what  cost .  _ ,0.4998313784599304,0.6838156928618749
283,BLENDERBOT,But at what cost? . ,I 'm not sure yet,".  Yes In this economy? .  Yes it was a long time ago Many of us feel that way .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. But at what cost? . ", i  am  not  sure . ,0.588484400510788,0.8698008179664611
284,Leolani,I 'm not sure yet,"Be that as it may, still may it be as it may be . ","nomy? .  Yes it was a long time ago Many of us feel that way .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. But at what cost? .  I 'm not sure yet",",  scary  way  it  is  but  let  not  be  what  it  should  be .  _ ",0.3044352541367213,0.5835727259516716
285,BLENDERBOT,"Be that as it may, still may it be as it may be . ",I 'm not sure yet but I 'm sure it 's going to cost a fortune.," that way .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. But at what cost? .  I 'm not sure yet Be that as it may, still may it be as it may be . ", i  am  not  sure  either  but  i  am  sure  it  is  going  to  cost  a  lot ,0.6205046065733768,0.8604550696909428
286,Leolani,I 'm not sure yet but I 'm sure it 's going to cost a fortune.,Now I have seen this too . ," like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. But at what cost? .  I 'm not sure yet Be that as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune.",   i  have  heard  that  movie .  _ ,0.3268258071038872,0.4965759813785553
287,BLENDERBOT,Now I have seen this too . ,I was so shocked.," words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. But at what cost? .  I 'm not sure yet Be that as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too . ", i  am  so  young ,0.3420329876244068,0.6536407731473446
288,Leolani,I was so shocked.,Wise words by wise men write wise deeds in wise pen . ," write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. But at what cost? .  I 'm not sure yet Be that as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked.", wise  deeds .  wise  people  write  wise  deeds  in  wise  pen .   ,0.5896051283925772,0.6648134119235553
289,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,I thought I was going to have a heart attack.," the Greek word "" wis "" which means knowledge. But at what cost? .  I 'm not sure yet Be that as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen . ", i  thought  i  was  going  to  have  a  heart  attack ,0.886249977350235,0.9734862685203552
290,Leolani,I thought I was going to have a heart attack.,"And thus, I die . "," But at what cost? .  I 'm not sure yet Be that as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack.", and  then  i  read .  _ ,0.3043348329762618,0.4154610000550747
291,BLENDERBOT,"And thus, I die . ",I 'm so sorry to hear that.,".  I 'm not sure yet Be that as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die . ", i  was  so  sorry  to  hear  this ,0.6075380103928703,0.7422134918825967
292,Leolani,I 'm so sorry to hear that.,I see . ," as it may, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that.",i  know .  i ,0.26733218133449554,0.3983350917696953
293,BLENDERBOT,I see . ,I hope you have a good life ahead of you.,"y, still may it be as it may be .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see . ", i  hope  you  have  a  good  day  ahead  of  you ,0.7391983777284622,0.8683453857898712
294,Leolani,I hope you have a good life ahead of you.,May I ask you why? . ,"t sure yet but I 'm sure it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you.", may  i  tell  you  this    _ ,0.4199767996157919,0.563031724521092
295,BLENDERBOT,May I ask you why? . ,I do n't know,"re it 's going to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? . ", i  do  not  know ,0.6479360461235046,0.895778477191925
296,Leolani,I do n't know,So ... it   has come to this . ," to cost a fortune. Now I have seen this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know", why  but  but  just  all  has  come  to  me .  i ,0.24871342425996606,0.4881639385765249
297,BLENDERBOT,So ... it   has come to this . ,I do n't know I guess I just feel like I 'm not good enough for them.,"een this too .  I was so shocked. Wise words by wise men write wise deeds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  old  enough  for  a ,0.6781674189602628,0.8133751723696204
298,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,I see . ,"eds in wise pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them.", i  see .  i ,0.6841347515583038,0.6908864416182041
299,BLENDERBOT,I see . ,Yes,"se pen .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see . ",  ,0.0,0.20470750331878662
300,Leolani,Yes,"And thus, I die . ","en .  I thought I was going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes"," and ,  i  die .   ",0.6822329262892405,0.7817880511283875
301,BLENDERBOT,"And thus, I die . ",Yes it was a long time ago,"as going to have a heart attack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die . ", and  that  was  a  long  time  ago ,0.6927504156317029,0.8730495401791164
302,Leolani,Yes it was a long time ago,One more thing off the bucket list . ,"tack. And thus, I die .  I 'm so sorry to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago",.  a  item  on  my  bucket  list .  _ ,0.309938987923993,0.4974428034491009
303,BLENDERBOT,One more thing off the bucket list . ,Yes it was a long time ago but I still remember it like it was yesterday.," to hear that. I see .  I hope you have a good life ahead of you. May I ask you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago One more thing off the bucket list . ", yes  it  was  a  long  time  ago .  i  still  remember  it  like  it  was . ,0.7848831750452518,0.8263775482773781
304,Leolani,Yes it was a long time ago but I still remember it like it was yesterday.,Now I have seen this too . ,"k you why? .  I do n't know So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday.",yes  i  have  read  it  movie .  i ,0.3321066570933908,0.5113596059381962
305,BLENDERBOT,Now I have seen this too . ,I was so shocked.,"So ... it   has come to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too . ", i  am  so  young ,0.36580134369432926,0.7444415092468262
306,Leolani,I was so shocked.,"But, why? . ","me to this .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked.", wonder  yes    _ ,0.01429328229278326,0.197146350517869
307,BLENDERBOT,"But, why? . ",I thought I was going to have a heart attack.," I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? . ", i  thought  i  was  going  to  have  a  heart  attack ,0.8656723141670227,0.9606056988239289
308,Leolani,I thought I was going to have a heart attack.,One more thing off the bucket list . ,"ot good enough for them. I see .  Yes And thus, I die .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack.", one  more  thing  off  the  bucket  list .   ,0.8568100134531657,0.8568100134531657
309,BLENDERBOT,One more thing off the bucket list . ,What is that?,"And thus, I die .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list . ", why  is  it ,0.273429736495018,0.636939158042272
310,Leolani,What is that?,One more thing off the bucket list . ,"e .  Yes it was a long time ago One more thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that?", one  more  thing  off  the  bucket  list ?   ,0.8270616696940528,0.8276912636227078
311,BLENDERBOT,One more thing off the bucket list . ,I have never heard of that one before.,"re thing off the bucket list .  Yes it was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list . ", i  have  never  heard  of  that  thing . ,0.6117266872897744,0.7156067555770278
312,Leolani,I have never heard of that one before.,... just like in my dream . ,"was a long time ago but I still remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before."," its  just  like ,  a  life .   ",0.2205504421144724,0.2888018675148487
313,BLENDERBOT,... just like in my dream . ,What is it?,"ll remember it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream . ", what  is  that ,0.6091670592625936,0.821448822816213
314,Leolani,What is it?,I see . ,"it like it was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it?", i  wonder .  i ,0.26678999699652195,0.3373979963362217
315,BLENDERBOT,I see . ,Yes,"t was yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see . ", i ,0.0,0.11468996852636337
316,Leolani,Yes,Interesting . ,"s yesterday. Now I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes", dream .  i ,0.1368874361117681,0.19759645561377207
317,BLENDERBOT,Interesting . ,Yes it was a long time ago,"w I have seen this too .  I was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes Interesting . ", and  it  was  a  long  time  ago ,0.7006527228014809,0.7442873844078609
318,Leolani,Yes it was a long time ago,In this economy? . ," was so shocked. But, why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes Interesting .  Yes it was a long time ago",.  the  dream ?  _ ,0.07873154729604721,0.3561252236366272
319,BLENDERBOT,In this economy? . ,Yes it was a long time ago but I still remember it like it was yesterday.,", why? .  I thought I was going to have a heart attack. One more thing off the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes Interesting .  Yes it was a long time ago In this economy? . ", yes  it  was  a  long  time  ago .  i  still  remember  it  like  it  was . ,0.7693974655121565,0.8168045375496149
320,Leolani,Yes it was a long time ago but I still remember it like it was yesterday.,So ... it   has come to this . , the bucket list .  What is that? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes Interesting .  Yes it was a long time ago In this economy? .  Yes it was a long time ago but I still remember it like it was yesterday.,"e ,    all  all  has  come  to  me .   ",0.1936516280878674,0.29780577529560437
321,BLENDERBOT,So ... it   has come to this . ,Yes,? One more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes Interesting .  Yes it was a long time ago In this economy? .  Yes it was a long time ago but I still remember it like it was yesterday. So ... it   has come to this . ,  ,0.0,0.1440436691045761
322,Leolani,Yes,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ",e more thing off the bucket list .  I have never heard of that one before. ... just like in my dream .  What is it? I see .  Yes Interesting .  Yes it was a long time ago In this economy? .  Yes it was a long time ago but I still remember it like it was yesterday. So ... it   has come to this .  Yes, i  do  not  know  but  i  heard  to  dream  my  he  had  a  personal  assistant  a  week  before  her . he  thought  oh  my  god  how  long  is  the  marriage  going  to  be ?  _ ,0.4721518865653447,0.6432480497019631
323,BLENDERBOT,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ",Yes it has.,"as a long time ago In this economy? .  Yes it was a long time ago but I still remember it like it was yesterday. So ... it   has come to this .  Yes I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ", but  it  is ,0.3157107929388682,0.4887300729751587
324,Leolani,Yes it has.,Wise words by wise men write wise deeds in wise pen . ,"me ago In this economy? .  Yes it was a long time ago but I still remember it like it was yesterday. So ... it   has come to this .  Yes I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has."," _  words .  wise  men ,  wise  words  by  a  words .  _ ",0.1807755928200025,0.4628920973493503
325,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,I am so happy for her.,"ut I still remember it like it was yesterday. So ... it   has come to this .  Yes I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen . ", i  am  so  happy  for  you ,0.6379114886124929,0.7102871884902319
326,Leolani,I am so happy for her.,There is no escape from destiny . ,"like it was yesterday. So ... it   has come to this .  Yes I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her.", there  is  no  escape  from  that .  _ ,0.6635197717696428,0.7281208783388138
327,BLENDERBOT,There is no escape from destiny . ,She is going to have a great life.,"has come to this .  Yes I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her. There is no escape from destiny . ", she  is  going  to  have  a  great  life ,0.7172642052173615,0.8059762418270111
328,Leolani,She is going to have a great life.,Many of us feel that way . ,"ow, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her. There is no escape from destiny .  She is going to have a great life.", all  of  us  feel  that  way .  _ ,0.6655863104388118,0.6958985216915607
329,BLENDERBOT,Many of us feel that way . ,Yeah,end got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her. There is no escape from destiny .  She is going to have a great life. Many of us feel that way . , _ ,0.0,0.2748076021671295
330,Leolani,Yeah,Is this why fate brought us together? . ,ot a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her. There is no escape from destiny .  She is going to have a great life. Many of us feel that way .  Yeah, is  that  why  god  brings  them  together    _ ,0.21866790681249565,0.511034788356887
331,BLENDERBOT,Is this why fate brought us together? . ,Yeah I guess I just feel like I do n't know what to do with my life.,edding. I thought: Oh my god! how long is the aisle going to be .  Yes it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her. There is no escape from destiny .  She is going to have a great life. Many of us feel that way .  Yeah Is this why fate brought us together? . ,   i  guess  i  just  feel  like  i  do  not  know  what  to  do  with  my  life ,0.7282018468660467,0.8680692543001736
332,Leolani,Yeah I guess I just feel like I do n't know what to do with my life.,I do frequently do not know things . ,s it has. Wise words by wise men write wise deeds in wise pen .  I am so happy for her. There is no escape from destiny .  She is going to have a great life. Many of us feel that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life., i  so  i  do  not  understand  myself .  _ ,0.3439471820990245,0.5163720432255003
333,BLENDERBOT,I do frequently do not know things . ,I 'm sorry to hear that., wise deeds in wise pen .  I am so happy for her. There is no escape from destiny .  She is going to have a great life. Many of us feel that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things . , i  am  sorry  to  hear  about ,0.5840006172657013,0.7764121095339457
334,Leolani,I 'm sorry to hear that.,One more thing off the bucket list . ,  I am so happy for her. There is no escape from destiny .  She is going to have a great life. Many of us feel that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that., one  more  thing  on  my  bucket  list .  _ ,0.4758109673857689,0.6117290457089742
335,BLENDERBOT,One more thing off the bucket list . ,Do you have any hobbies that you like to do?,scape from destiny .  She is going to have a great life. Many of us feel that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list . , do  you  have  any  hobbies  that  you  like  to  do ,0.872185742855072,0.9451626002788543
336,Leolani,Do you have any hobbies that you like to do?,"But, why? . ",great life. Many of us feel that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do?, and  no .  _ ,0.12274672091007233,0.32698342204093933
337,BLENDERBOT,"But, why? . ",I do n't know,"any of us feel that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? . ", i  do  not  know ,0.5704914182424545,0.8178839534521103
338,Leolani,I do n't know,"And thus, I die . "," that way .  Yeah Is this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know",.  when  i  ask .  _ ,0.2290438860654831,0.41000164796908695
339,BLENDERBOT,"And thus, I die . ",I do n't know I guess I just feel like I 'm not good enough for them.,"s this why fate brought us together? .  Yeah I guess I just feel like I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die . ", i  do  not .  i  guess  i  just  feel  like  i  am  not  old  enough  at  it ,0.6214148492607123,0.8633621966137606
340,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,May I ask you why? . ,"I do n't know what to do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them.", may  i  ask  you  this .   ,0.4957282841205597,0.6014270314148494
341,BLENDERBOT,May I ask you why? . ,I do n't know,"do with my life. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? . ", i  do  not  know ,0.6858396381139755,0.9334398210048676
342,Leolani,I do n't know,"And thus, I die . ","e. I do frequently do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know",". ,  i  die .   ",0.5814831207195917,0.7393943071365356
343,BLENDERBOT,"And thus, I die . ",I do n't know I guess I just feel like I 'm not good enough for them.,"do not know things .  I 'm sorry to hear that. One more thing off the bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know And thus, I die . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  them ,0.8249435551902827,0.9818538041675792
344,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,I see . ,"bucket list .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them.", i  die .  i ,0.33878382202237844,0.6047353371977806
345,BLENDERBOT,I see . ,Yes,"st .  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. I see . ", i ,0.0,0.24688711762428284
346,Leolani,Yes,In this economy? . ,"  Do you have any hobbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes", about  the  case .  _ ,0.1298436276614666,0.31692536175251007
347,BLENDERBOT,In this economy? . ,Yes it was a long time ago,"bbies that you like to do? But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes In this economy? . ",   that  was  a  long  time  ago ,0.6594402534621102,0.7746815553733281
348,Leolani,Yes it was a long time ago,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ","But, why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes In this economy? .  Yes it was a long time ago", i  do  not  know  but  i  heard  a  friend  my  friend  had  a  personal  assistant  a  week  before  her  death he  thought  oh  my  god  how  long  is  the  marriage  going  to  be ?  _ ,0.48022610396146775,0.6528402345521109
349,BLENDERBOT,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ",Yes it was a long time ago but I still remember it like it was yesterday.,"And thus, I die .  I do n't know I guess I just feel like I 'm not good enough for them. I see .  Yes In this economy? .  Yes it was a long time ago I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ", yes  it  was  a  long  time  ago .  i  still  remember  it  like  it  was . ,0.7825790289789438,0.8122705705463886
350,Leolani,Yes it was a long time ago but I still remember it like it was yesterday.,Many of us feel that way . ,"ough for them. I see .  Yes In this economy? .  Yes it was a long time ago I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday.", most  of  us  feel  that  way .  i ,0.6646302323788404,0.6928460709750652
351,BLENDERBOT,Many of us feel that way . ,Yeah,"In this economy? .  Yes it was a long time ago I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way . ", i ,0.0,0.2123372107744217
